rank,en,pos,zh,definition,tracks,priority,issue_codes,defect_count,risk_count,heuristic_count,content_token_count,outside_vocab_ratio,advanced_token_ratio,harder_than_headword_ratio,outside_tokens,advanced_tokens
4306,royal,n.,王室、皇族,a sail set next above the topgallant on a royal mast,cet4+cet6+postgrad,P3,definition_too_advanced,0,0,1,6,0.167,0.667,0.333,topgallant,mast|royal|sail|topgallant
4313,minimal,adj.,最小的、极微的、最小限度的,the least possible,cet6,P2,pos_definition_conflict,0,1,0,2,0.000,0.000,0.000,,
4315,cocaine,n.,可卡因、古柯碱,a narcotic (alkaloid) extracted from coca leaves,postgrad,P3,definition_too_advanced|high_outside_vocab_ratio,0,0,2,5,0.600,0.800,0.800,alkaloid|coca|narcotic,alkaloid|coca|extracted|narcotic
4326,scramble,n.,攀缘、爬行、抢夺,an unceremonious and disorganized struggle,cet6+postgrad,P3,definition_too_advanced|high_outside_vocab_ratio,0,0,2,3,0.667,0.667,0.667,disorganized|unceremonious,disorganized|unceremonious
4346,rival,n.,对手、竞争者,the contestant you hope to defeat,cet4+cet6+postgrad,P3,definition_too_advanced,0,0,1,3,0.333,0.667,0.333,contestant,contestant|defeat
4347,pin,n.,大头针、针、别针,a piece of jewelry that is pinned onto the wearer's garment,cet4+cet6+postgrad,P3,definition_too_advanced,0,0,1,6,0.167,0.667,0.333,wearer's,garment|jewelry|pinned|wearer's
4355,elephant,n.,象,five-toed pachyderm,cet4+cet6+postgrad,P3,definition_too_advanced|high_outside_vocab_ratio,0,0,2,3,0.667,0.667,0.667,pachyderm|toed,pachyderm|toed
4378,sensation,n.,感觉、轰动,an unelaborated elementary awareness of stimulation,cet6+postgrad,P3,definition_too_advanced|high_outside_vocab_ratio,0,0,2,4,0.750,0.750,0.750,awareness|stimulation|unelaborated,awareness|stimulation|unelaborated
4381,upstairs,adv.,在楼上、往楼上,the part of a building above the ground floor,cet4+cet6+postgrad,P2,pos_definition_conflict,0,1,0,4,0.000,0.000,0.000,,
4417,spray,n.,水沫、浪花、水花,a pesticide in suspension or solution,cet4+cet6+postgrad,P3,definition_too_advanced,0,0,1,3,0.333,0.667,0.667,pesticide,pesticide|suspension
4424,interfere,v.,妨碍、冲突、干涉,come between so as to be hindrance or obstacle,cet4+cet6+postgrad,P3,definition_too_advanced,0,0,1,3,0.000,0.667,0.333,,hindrance|obstacle
4428,beast,n.,畜生、动物、野兽,a cruelly rapacious person,cet4+postgrad,P3,definition_too_advanced|high_outside_vocab_ratio,0,0,2,3,0.667,0.667,0.667,cruelly|rapacious,cruelly|rapacious
4432,ray,n.,光线、射线、闪烁,a branch of an umbel or an umbelliform inflorescence,cet4+cet6+postgrad,P3,definition_too_advanced|high_outside_vocab_ratio,0,0,2,4,0.750,0.750,0.750,inflorescence|umbel|umbelliform,inflorescence|umbel|umbelliform
4439,mill,n.,压榨机、磨坊、制造厂,Scottish philosopher who expounded Bentham's utilitarianism,cet4+cet6+postgrad,P3,definition_too_advanced|high_outside_vocab_ratio,0,0,2,5,0.800,1.000,1.000,bentham's|expounded|scottish|utilitarianism,bentham's|expounded|philosopher|scottish|utilitarianism
4452,sensitivity,n.,敏感、灵敏度,(physiology) responsiveness to external stimuli,cet6,P3,definition_too_advanced|high_outside_vocab_ratio,0,0,2,4,0.500,0.750,0.750,physiology|responsiveness,physiology|responsiveness|stimuli
4487,kingdom,n.,王国、领域,a domain in which something is dominant,cet4+cet6+postgrad,P3,definition_too_advanced,0,0,1,3,0.000,0.667,0.000,,domain|dominant
4493,unfair,adj.,不公平的、不正直的、不正当的,not fair; marked by injustice or partiality or deception,cet4+cet6,P3,definition_too_advanced|high_outside_vocab_ratio,0,0,2,5,0.600,0.600,0.600,deception|injustice|partiality,deception|injustice|partiality
4501,merit,n.,优点、功绩、价值,any admirable quality or attribute,cet4+cet6+postgrad,P3,definition_too_advanced,0,0,1,3,0.333,0.667,0.333,admirable,admirable|attribute
4519,skip,n.,跳跃、跳读,a gait in which steps and hops alternate,cet6+postgrad,P3,definition_too_advanced,0,0,1,4,0.250,0.750,0.750,gait,alternate|gait|hops
4521,aggression,n.,侵犯、侵略,a disposition to behave aggressively,cet6,P3,definition_too_advanced,0,0,1,3,0.333,1.000,0.667,aggressively,aggressively|behave|disposition
4532,dip,v.,浸、降下、把(手、勺等)伸入,a depression in an otherwise level surface,cet4+cet6+postgrad,P2,pos_definition_conflict,0,1,0,4,0.000,0.000,0.000,,
4535,sole,n.,脚掌、鞋底、底部,the underside of footwear or a golf club,cet4+cet6+postgrad,P3,high_outside_vocab_ratio,0,0,1,4,0.500,0.500,0.500,footwear|underside,footwear|underside
4557,sneak,v.,鬼鬼祟祟做事,to go stealthily or furtively,cet6+postgrad,P3,definition_too_advanced|high_outside_vocab_ratio,0,0,2,3,0.667,0.667,0.667,furtively|stealthily,furtively|stealthily
4596,likelihood,n.,可能、可能性,the probability of a specified outcome,cet4+cet6+postgrad,P3,definition_too_advanced,0,0,1,3,0.000,0.667,0.667,,probability|specified
4603,suspicious,adj.,可疑的、多疑的、怀疑的,openly distrustful and unwilling to confide,cet4+cet6+postgrad,P3,definition_too_advanced|high_outside_vocab_ratio,0,0,2,4,0.750,1.000,1.000,confide|distrustful|openly,confide|distrustful|openly|unwilling
4610,plunge,n.,钻进、跳进、跳水,a steep and rapid fall,cet4+cet6+postgrad,P3,definition_too_advanced,0,0,1,3,0.000,0.667,0.000,,rapid|steep
4626,intact,adj.,尚未被人碰过的、原封不动的、完整的,(of a woman) having the hymen unbroken,cet6+postgrad,P3,definition_too_advanced|high_outside_vocab_ratio,0,0,2,3,0.667,0.667,0.667,hymen|unbroken,hymen|unbroken
4627,peanut,n.,花生、小人物、极小的数额,underground pod of the peanut vine,postgrad,P3,definition_too_advanced|high_outside_vocab_ratio,0,0,2,4,0.500,1.000,0.750,pod|underground,peanut|pod|underground|vine
4643,constraint,n.,强制、约束,the state of being physically constrained,cet6,P3,definition_too_advanced,0,0,1,3,0.000,0.667,0.333,,constrained|physically
4650,bacterium,n.,细菌,(microbiology) single-celled or noncellular spherical or spiral or rod-shaped organisms lacking chlorophyll that reproduce by fission,cet6+postgrad,P3,definition_too_advanced,0,0,1,13,0.231,0.692,0.538,chlorophyll|microbiology|noncellular,chlorophyll|fission|microbiology|noncellular|organisms|reproduce|rod|spherical|spiral
4674,goat,n.,山羊、替罪羊、色鬼,any of numerous agile ruminants related to sheep but having a beard and straight horns,cet4+cet6+postgrad,P3,definition_too_advanced,0,0,1,8,0.375,0.625,0.500,agile|ruminants|sheep,agile|beard|horns|ruminants|sheep
4692,deposit,n.,存款、定金、堆积物,the phenomenon of sediment or gravel accumulating,cet4+cet6+postgrad,P3,definition_too_advanced,0,0,1,4,0.250,0.750,0.750,sediment,accumulating|gravel|sediment
4714,thread,n.,线、丝、纤维,a fine cord of twisted fibers (of cotton or silk or wool or nylon etc.) used in sewing and weaving,cet4+cet6+postgrad,P3,definition_too_advanced,0,0,1,12,0.167,0.750,0.500,etc|silk,cord|cotton|etc|nylon|sewing|silk|twisted|weaving|wool
4730,straw,n.,稻草、麦管、吸管,plant fiber used e.g. for making baskets and hats or as fodder,cet4+cet6+postgrad,P3,high_outside_vocab_ratio,0,0,1,9,0.556,0.556,0.556,baskets|e|fodder|g|hats,baskets|e|fodder|g|hats
4741,prevail,v.,获胜、流行、盛行,"be valid, applicable, or true",cet4+cet6+postgrad,P3,definition_too_advanced,0,0,1,3,0.000,0.667,0.333,,applicable|valid
4770,loyal,adj.,忠诚的、忠实的、忠贞的,steadfast in allegiance or duty,cet4+cet6+postgrad,P3,definition_too_advanced,0,0,1,3,0.333,0.667,0.667,steadfast,allegiance|steadfast
4784,frown,n.,皱眉,a facial expression of dislike or displeasure,cet4+cet6+postgrad,P3,definition_too_advanced|high_outside_vocab_ratio,0,0,2,4,0.500,0.750,0.750,displeasure|facial,dislike|displeasure|facial
4826,explicit,adj.,详述的、清楚的、直言的,precisely and clearly expressed or readily observable,cet6+postgrad,P3,definition_too_advanced,0,0,1,5,0.400,0.600,0.400,observable|precisely,observable|precisely|readily
4892,convenience,n.,方便、便利的事物、方便的时候,the state of being suitable or opportune,cet4+cet6+postgrad,P3,definition_too_advanced,0,0,1,3,0.333,0.667,0.333,opportune,opportune|suitable
4901,bulb,n.,球茎、电灯泡,a modified bud consisting of a thickened globular underground stem serving as a reproductive structure,cet4+cet6+postgrad,P3,definition_too_advanced,0,0,1,10,0.300,0.700,0.500,globular|reproductive|underground,bud|globular|modified|reproductive|stem|thickened|underground
4914,sometime,adv.,某个时候、改天,at some indefinite or unstated time,cet4+cet6+postgrad,P3,definition_too_advanced,0,0,1,3,0.333,0.667,0.667,unstated,indefinite|unstated
4919,epidemic,n.,传染病、流行病,a widespread outbreak of an infectious disease,cet6+postgrad,P3,definition_too_advanced,0,0,1,4,0.000,0.750,0.500,,infectious|outbreak|widespread
4922,warehouse,n.,仓库、货栈、大商店,a storehouse for goods and merchandise,cet6+postgrad,P3,definition_too_advanced,0,0,1,3,0.333,0.667,0.667,storehouse,merchandise|storehouse
4923,butterfly,n.,蝴蝶,diurnal insect typically having a slender body with knobbed antennae and broad colorful wings,cet4+postgrad,P3,definition_too_advanced,0,0,1,10,0.400,0.700,0.600,antennae|colorful|diurnal|typically,antennae|colorful|diurnal|insect|knobbed|slender|typically
4926,bronze,n.,青铜、铜像,an alloy of copper and tin and sometimes other elements,cet4+cet6+postgrad,P3,definition_too_advanced,0,0,1,5,0.000,0.600,0.600,,alloy|copper|tin
4927,drown,v.,淹死,get rid of as if by submerging,cet4+cet6+postgrad,P3,definition_too_advanced,0,0,1,3,0.000,0.667,0.333,,rid|submerging
4946,bore,n.,令人讨厌的人、激浪、枪膛,a person who evokes boredom,cet4+cet6+postgrad,P3,definition_too_advanced,0,0,1,3,0.333,0.667,0.667,boredom,boredom|evokes
4957,bizarre,adj.,奇异的,conspicuously or grossly unconventional or unusual,cet6+postgrad,P3,definition_too_advanced|high_outside_vocab_ratio,0,0,2,4,0.500,0.750,0.750,conspicuously|grossly,conspicuously|grossly|unconventional
4968,brass,n.,黄铜、黄铜制品,an alloy of copper and zinc,cet4+postgrad,P3,definition_too_advanced,0,0,1,3,0.000,1.000,1.000,,alloy|copper|zinc
5013,faithful,adj.,忠实的、详确的、可靠的,steadfast in affection or allegiance,cet4+cet6+postgrad,P3,definition_too_advanced,0,0,1,3,0.333,1.000,1.000,steadfast,affection|allegiance|steadfast
5053,copper,n.,铜、警察,a ductile malleable reddish-brown corrosion-resistant diamagnetic metallic element,cet4+cet6+postgrad,P3,definition_too_advanced,0,0,1,9,0.444,0.778,0.778,diamagnetic|ductile|malleable|reddish,corrosion|diamagnetic|ductile|malleable|metallic|reddish|resistant
5069,bang,n.,重击、突然巨响、刘海,a sudden very loud noise,cet4+cet6+postgrad,P3,definition_too_advanced,0,0,1,3,0.333,0.667,0.333,noise,loud|noise
5070,tilt,n.,倾斜、倾向、船篷,a slight but noticeable partiality,cet6+postgrad,P3,definition_too_advanced,0,0,1,3,0.333,0.667,0.667,partiality,noticeable|partiality
5085,dragon,n.,龙、凶暴的人,a creature of Teutonic mythology,cet4+cet6+postgrad,P3,definition_too_advanced|high_outside_vocab_ratio,0,0,2,3,0.667,0.667,0.667,mythology|teutonic,mythology|teutonic
5096,raid,n.,袭击、突袭、搜捕,an attempt by speculators to defraud investors,cet4+cet6+postgrad,P3,high_outside_vocab_ratio,0,0,1,4,0.500,0.500,0.500,defraud|speculators,defraud|speculators
5100,crab,n.,螃蟹、偏航、脾气乖戾的人,decapod having eyes on short stalks and a broad flattened carapace with a small abdomen folded under the thorax and pincers,cet6+postgrad,P3,definition_too_advanced,0,0,1,12,0.333,0.667,0.583,carapace|decapod|pincers|thorax,abdomen|carapace|decapod|flattened|folded|pincers|stalks|thorax
5103,hydrogen,n.,氢,a nonmetallic univalent element that is normally a colorless and odorless highly flammable diatomic gas,cet4+cet6+postgrad,P3,definition_too_advanced|high_outside_vocab_ratio,0,0,2,10,0.600,0.600,0.600,colorless|diatomic|flammable|nonmetallic|odorless|univalent,colorless|diatomic|flammable|nonmetallic|odorless|univalent
5121,dive,n.,潜水、跳水,a headlong plunge into water,cet4+cet6+postgrad,P3,definition_too_advanced,0,0,1,3,0.000,0.667,0.333,,headlong|plunge
5125,soda,n.,苏打、碳酸水,a sodium salt of carbonic acid,cet4+cet6+postgrad,P3,definition_too_advanced,0,0,1,4,0.250,0.750,0.250,carbonic,acid|carbonic|sodium
5178,probe,n.,探索、调查、探针,an inquiry into unfamiliar or questionable activities,cet6+postgrad,P3,definition_too_advanced,0,0,1,4,0.250,0.750,0.500,unfamiliar,inquiry|questionable|unfamiliar
5191,competence,n.,胜任、职称、能力,the quality of being adequately or well qualified physically and intellectually,cet6,P3,definition_too_advanced,0,0,1,6,0.167,0.667,0.333,adequately,adequately|intellectually|physically|qualified
5192,supplement,n.,补充物、增刊、补充,a quantity added (e.g. to make up for a deficiency),cet4+cet6+postgrad,P3,definition_too_advanced,0,0,1,6,0.333,0.667,0.500,e|g,deficiency|e|g|quantity
5230,rotation,n.,旋转、循环、轮流,the act of rotating as if on an axis,cet4+cet6,P3,definition_too_advanced,0,0,1,3,0.000,0.667,0.667,,axis|rotating
5281,sour,adj.,酸的、酸臭的、发酵的,a cocktail made of a liquor (especially whiskey or gin) mixed with lemon or lime juice and sugar,cet4+cet6+postgrad,P2,definition_too_advanced|pos_definition_conflict,0,1,1,11,0.364,0.636,0.545,cocktail|gin|juice|whiskey,cocktail|gin|juice|lemon|lime|liquor|whiskey
5292,loom,n.,织布机、若隐若现的景象,a textile machine for weaving yarn into a textile,postgrad,P3,definition_too_advanced,0,0,1,5,0.200,0.800,0.600,yarn,textile|weaving|yarn
5312,slim,adj.,瘦的、苗条的、微小的,being of delicate or slender build,cet6+postgrad,P3,definition_too_advanced,0,0,1,3,0.000,0.667,0.333,,delicate|slender
5328,excite,v.,刺激、使兴奋、激励,arouse or elicit a feeling,cet4+cet6+postgrad,P3,definition_too_advanced,0,0,1,3,0.000,0.667,0.667,,arouse|elicit
5340,orthodox,adj.,正统的、传统的、惯常的,of or pertaining to or characteristic of Judaism,cet6+postgrad,P3,definition_too_advanced|high_outside_vocab_ratio,0,0,2,3,0.667,0.667,0.667,judaism|pertaining,judaism|pertaining
5348,grim,adj.,冷酷的、坚强的、残忍的,not to be placated or appeased or moved by entreaty,cet6+postgrad,P3,definition_too_advanced|high_outside_vocab_ratio,0,0,2,4,0.750,0.750,0.750,appeased|entreaty|placated,appeased|entreaty|placated
5370,bin,n.,(贮存谷物等的)容器、箱子,a container; usually has a lid,postgrad,P3,definition_too_advanced,0,0,1,3,0.000,0.667,0.000,,container|lid
5370,frog,n.,青蛙,any of various tailless stout-bodied amphibians with long hind limbs for leaping,cet4+cet6+postgrad,P3,definition_too_advanced,0,0,1,9,0.333,0.667,0.444,amphibians|hind|tailless,amphibians|hind|leaping|limbs|stout|tailless
5380,courtesy,n.,礼貌、谦恭、好意,a courteous or respectful or considerate act,cet6+postgrad,P3,definition_too_advanced,0,0,1,4,0.000,0.750,0.750,,considerate|courteous|respectful
5388,illuminate,v.,照明、用灯装饰、阐明,add embellishments and paintings to (medieval manuscripts),cet6+postgrad,P3,definition_too_advanced,0,0,1,5,0.200,0.600,0.200,embellishments,embellishments|manuscripts|medieval
5424,tin,n.,锡、马口铁、罐头,a silvery malleable metallic element that resists corrosion,cet4+cet6+postgrad,P3,definition_too_advanced,0,0,1,6,0.333,0.667,0.667,malleable|silvery,corrosion|malleable|metallic|silvery
5438,atomic,adj.,原子的、原子能的,of or relating to or comprising atoms,cet4,P3,definition_too_advanced,0,0,1,3,0.000,0.667,0.000,,atoms|comprising
5441,portable,adj.,可携带的、可搬运的、可移动的,easily or conveniently transported,cet4+cet6+postgrad,P3,definition_too_advanced,0,0,1,3,0.333,0.667,0.333,conveniently,conveniently|transported
5469,rigid,adj.,坚硬的、刚性的、严格的,incapable of or resistant to bending,cet4+cet6+postgrad,P3,definition_too_advanced,0,0,1,3,0.000,0.667,0.667,,incapable|resistant
5480,eighteen,num.,十八、十八个,the cardinal number that is the sum of seventeen and one,cet4+postgrad,P3,definition_too_advanced,0,0,1,5,0.000,0.600,0.400,,cardinal|seventeen|sum
5494,scrape,n.,刮、擦、挖,a harsh noise made by scraping,cet4+cet6+postgrad,P3,definition_too_advanced,0,0,1,4,0.250,0.750,0.250,noise,harsh|noise|scraping
5515,Egyptian,n.,埃及人,a native or inhabitant of Egypt,cet6,P3,definition_too_advanced,0,0,1,3,0.333,0.667,0.667,egypt,egypt|inhabitant
5531,peach,n.,桃子、桃树、桃色,cultivated in temperate regions,cet4+cet6+postgrad,P3,definition_too_advanced,0,0,1,3,0.333,0.667,0.667,temperate,cultivated|temperate
5558,obsession,n.,困扰、困扰人的情绪,an unhealthy and compulsive preoccupation with something or someone,cet6+postgrad,P3,definition_too_advanced,0,0,1,5,0.400,0.600,0.600,compulsive|unhealthy,compulsive|preoccupation|unhealthy
5563,nutrition,n.,营养、营养学,(physiology) the organic process of nourishing or being nourished,cet6+postgrad,P3,definition_too_advanced,0,0,1,5,0.200,0.800,0.600,physiology,nourished|nourishing|organic|physiology
5592,tempt,v.,诱惑、引诱、引起...的兴趣,dispose or incline or entice to,cet4+cet6+postgrad,P3,definition_too_advanced,0,0,1,3,0.333,1.000,1.000,entice,dispose|entice|incline
5600,suitcase,n.,手提箱,a portable rectangular container for carrying clothes,cet6,P3,definition_too_advanced,0,0,1,5,0.000,0.600,0.200,,container|portable|rectangular
5620,gravel,n.,砂砾、碎石,rock fragments and pebbles,cet6,P3,definition_too_advanced,0,0,1,3,0.000,0.667,0.333,,fragments|pebbles
5651,ashamed,adj.,惭愧的、羞耻的,feeling shame or guilt or embarrassment or remorse,cet4+postgrad,P3,definition_too_advanced,0,0,1,5,0.400,0.800,0.400,embarrassment|remorse,embarrassment|guilt|remorse|shame
5657,useless,adj.,无用的、无效的、无益的,having no beneficial use or incapable of functioning usefully,cet4+cet6,P3,definition_too_advanced,0,0,1,5,0.200,0.600,0.400,usefully,beneficial|incapable|usefully
5662,flu,n.,流感、流行性感冒,an acute febrile highly contagious viral disease,cet4+cet6+postgrad,P3,definition_too_advanced|high_outside_vocab_ratio,0,0,2,6,0.500,0.667,0.500,contagious|febrile|viral,acute|contagious|febrile|viral
5684,outrage,n.,暴行、侮辱、愤怒,a wantonly cruel act,cet6+postgrad,P3,definition_too_advanced,0,0,1,3,0.333,0.667,0.333,wantonly,cruel|wantonly
5693,miner,n.,矿工、开矿机、坑道工兵,laborer who works in a mine,cet4+cet6,P3,definition_too_advanced|high_outside_vocab_ratio,0,0,2,3,0.667,0.667,0.667,laborer|mine,laborer|mine
5696,cigar,n.,雪茄,a roll of tobacco for smoking,cet6+postgrad,P3,definition_too_advanced,0,0,1,3,0.333,0.667,0.333,smoking,smoking|tobacco
5709,weep,n.,哭、哭泣,"shed tears because of sadness, rage, or pain",cet4+cet6+postgrad,P3,definition_too_advanced,0,0,1,5,0.000,0.600,0.000,,rage|sadness|shed
5711,liquor,n.,酒、液体、汁,an alcoholic beverage that is distilled rather than fermented,cet4+cet6+postgrad,P3,definition_too_advanced,0,0,1,5,0.400,0.800,0.800,alcoholic|fermented,alcoholic|beverage|distilled|fermented
5712,dioxide,n.,二氧化物,an oxide containing two atoms of oxygen in the molecule,cet6,P3,definition_too_advanced,0,0,1,6,0.000,0.667,0.167,,atoms|molecule|oxide|oxygen
5714,affirm,v.,断言、确认,to declare or affirm solemnly and formally as true,cet6+postgrad,P3,definition_too_advanced,0,0,1,5,0.400,0.600,0.400,formally|solemnly,affirm|formally|solemnly
5727,Swiss,n.,瑞士人、瑞士腔调,the natives or inhabitants of Switzerland,cet4+cet6,P3,definition_too_advanced,0,0,1,3,0.333,0.667,0.667,switzerland,inhabitants|switzerland
5734,injection,n.,注射、注射剂,the forceful insertion of a substance under pressure,cet4+cet6,P3,high_outside_vocab_ratio,0,0,1,4,0.500,0.500,0.500,forceful|insertion,forceful|insertion
5755,wit,n.,机智、智力、头脑,a message whose ingenuity or verbal skill or incongruity has the power to evoke laughter,cet4+cet6+postgrad,P3,definition_too_advanced,0,0,1,8,0.125,0.625,0.250,incongruity,evoke|incongruity|ingenuity|laughter|verbal
5798,primitive,adj.,原始的、早期的、简陋的,used of preliterate or tribal or nonindustrial societies,cet4+cet6+postgrad,P3,definition_too_advanced|high_outside_vocab_ratio,0,0,2,5,0.600,0.600,0.600,nonindustrial|preliterate|tribal,nonindustrial|preliterate|tribal
5801,mosque,n.,清真寺,(Islam) a Muslim place of worship that usually has a minaret,cet6,P3,definition_too_advanced,0,0,1,6,0.333,0.667,0.500,minaret|muslim,islam|minaret|muslim|worship
5805,reasoning,n.,推论、推理、论证,thinking that is coherent and logical,postgrad,P3,definition_too_advanced,0,0,1,3,0.000,0.667,0.333,,coherent|logical
5867,recreation,n.,娱乐、消遣、休息,an activity that diverts or amuses or stimulates,cet4+cet6+postgrad,P3,definition_too_advanced,0,0,1,4,0.000,0.750,0.250,,amuses|diverts|stimulates
5881,nitrogen,n.,氮,a common nonmetallic element that is normally a colorless odorless tasteless inert diatomic gas,cet4+cet6+postgrad,P3,definition_too_advanced|high_outside_vocab_ratio,0,0,2,10,0.600,0.600,0.600,colorless|diatomic|inert|nonmetallic|odorless|tasteless,colorless|diatomic|inert|nonmetallic|odorless|tasteless
5882,integral,adj.,不可缺少的、完整的,constituting the undiminished entirety,cet6+postgrad,P3,definition_too_advanced|high_outside_vocab_ratio,0,0,2,3,0.667,0.667,0.667,entirety|undiminished,entirety|undiminished
5893,Easter,n.,复活节,a Christian celebration of the Resurrection of Christ,postgrad,P3,high_outside_vocab_ratio,0,0,1,4,0.500,0.500,0.500,celebration|resurrection,celebration|resurrection
5906,temptation,n.,诱惑、诱惑物,something that seduces or has the quality to seduce,cet4+cet6+postgrad,P3,high_outside_vocab_ratio,0,0,1,4,0.500,0.500,0.500,seduce|seduces,seduce|seduces
5908,tiger,n.,老虎、虎、凶暴的人,a fierce or audacious person,cet4+cet6+postgrad,P3,definition_too_advanced,0,0,1,3,0.333,0.667,0.333,audacious,audacious|fierce
5946,defect,n.,缺点,an imperfection in a bodily system,cet4+cet6+postgrad,P3,definition_too_advanced|high_outside_vocab_ratio,0,0,2,3,0.667,0.667,0.667,bodily|imperfection,bodily|imperfection
5963,static,n.,静电、静电干扰,a crackling or hissing noise caused by electrical interference,cet4+cet6+postgrad,P3,definition_too_advanced,0,0,1,6,0.333,0.667,0.500,crackling|noise,crackling|electrical|interference|noise
5975,audio,adj.,音频的、声音的,the audible part of a transmitted signal,cet4+postgrad,P2,pos_definition_conflict,0,1,0,4,0.250,0.500,0.250,audible,audible|transmitted
5993,tuna,n.,金枪鱼、金枪鱼肉,tropical American prickly pear of Jamaica,cet6,P3,definition_too_advanced,0,0,1,5,0.400,0.800,0.600,jamaica|prickly,jamaica|pear|prickly|tropical
6000,horizontal,n.,水平线、水平面、水平位置,something that is oriented horizontally,cet4+cet6+postgrad,P3,definition_too_advanced,0,0,1,3,0.333,0.667,0.667,horizontally,horizontally|oriented
6009,linen,n.,亚麻布、亚麻线、亚麻制品,a fabric woven with fibers from the flax plant,cet4+cet6+postgrad,P3,definition_too_advanced,0,0,1,5,0.200,0.600,0.200,flax,fabric|flax|woven
6039,murmur,n.,低语、低声的怨言,speak softly or indistinctly,cet6+postgrad,P3,definition_too_advanced,0,0,1,3,0.333,0.667,0.333,indistinctly,indistinctly|softly
6088,misery,n.,痛苦、悲惨、不幸,a state of ill-being due to affliction or misfortune,cet6+postgrad,P3,definition_too_advanced,0,0,1,5,0.400,0.600,0.600,affliction|ill,affliction|ill|misfortune
6095,mustard,n.,芥末、芥菜、强烈的兴趣,any of several cruciferous plants of the genus Brassica,cet6,P3,definition_too_advanced|high_outside_vocab_ratio,0,0,2,5,0.600,0.600,0.600,brassica|cruciferous|genus,brassica|cruciferous|genus
6098,mug,n.,有柄大杯、脸、苦读者,the quantity that can be held in a mug,cet4+cet6+postgrad,P3,definition_too_advanced,0,0,1,3,0.000,0.667,0.000,,mug|quantity
6122,cereal,n.,谷类食品、谷类植物,grass whose starchy grains are used as food: wheat,cet6+postgrad,P3,definition_too_advanced,0,0,1,6,0.333,0.667,0.333,grass|starchy,grains|grass|starchy|wheat
6154,velvet,n.,天鹅绒,a silky densely piled fabric with a plain back,cet4+cet6+postgrad,P3,definition_too_advanced,0,0,1,6,0.333,0.833,0.333,densely|silky,densely|fabric|piled|plain|silky
6161,roller,n.,滚筒、滚轴、压路机,a grounder that rolls along the infield,cet4+cet6,P3,high_outside_vocab_ratio,0,0,1,4,0.500,0.500,0.500,grounder|infield,grounder|infield
6163,toast,n.,吐司、烤面包、干杯,slices of bread that have been toasted,cet4+cet6+postgrad,P3,definition_too_advanced,0,0,1,3,0.333,1.000,0.333,bread,bread|slices|toasted
6191,glorious,adj.,光荣的,having or deserving or conferring glory,cet4+cet6+postgrad,P3,definition_too_advanced,0,0,1,3,0.000,0.667,0.333,,conferring|glory
6200,overturn,n.,倾覆、破灭、革命,an improbable and unexpected victory,postgrad,P3,definition_too_advanced,0,0,1,3,0.333,0.667,0.333,improbable,improbable|unexpected
6209,flourish,v.,繁荣、茂盛、活跃,a showy gesture,cet4+cet6+postgrad,P2,pos_definition_conflict,0,1,0,2,0.500,0.500,0.500,showy,showy
6214,discharge,v.,卸下、放出、解雇,the sudden giving off of energy,cet4+cet6+postgrad,P2,pos_definition_conflict,0,1,0,3,0.000,0.000,0.000,,
6234,burial,n.,埋葬、葬礼,the ritual placing of a corpse in a grave,cet6,P3,definition_too_advanced,0,0,1,4,0.250,0.750,0.250,corpse,corpse|grave|ritual
6237,unwilling,adj.,不愿意的、勉强的,not disposed or inclined toward,cet4+cet6,P3,definition_too_advanced,0,0,1,3,0.000,0.667,0.667,,disposed|inclined
6258,coffin,n.,棺材、灵柩,box in which a corpse is buried or cremated,cet6,P3,high_outside_vocab_ratio,0,0,1,4,0.500,0.500,0.500,corpse|cremated,corpse|cremated
6263,tense,adj.,紧张的、拉紧的,a grammatical category of verbs used to express distinctions of time,cet4+cet6+postgrad,P2,pos_definition_conflict,0,1,0,7,0.000,0.286,0.286,,grammatical|verbs
6273,emit,v.,发出、放射、发表(意见等),expel (gases or odors),cet4+cet6+postgrad,P3,definition_too_advanced,0,0,1,3,0.000,0.667,0.333,,expel|odors
6287,module,n.,组件、模数,detachable compartment of a spacecraft,cet6+postgrad,P3,definition_too_advanced,0,0,1,3,0.333,1.000,1.000,detachable,compartment|detachable|spacecraft
6305,oyster,n.,牡蛎、蚝、沉默者,marine mollusks having a rough irregular shell,cet6,P3,definition_too_advanced,0,0,1,5,0.200,0.600,0.400,mollusks,irregular|marine|mollusks
6318,seventeen,num.,十七、十七个,the cardinal number that is the sum of sixteen and one,cet4+cet6,P3,definition_too_advanced,0,0,1,5,0.200,0.600,0.400,sixteen,cardinal|sixteen|sum
6322,jealous,adj.,嫉妒的、羡慕的、留心的,suspicious or unduly suspicious or fearful of being displaced by a rival,cet4+cet6+postgrad,P3,definition_too_advanced,0,0,1,6,0.167,1.000,0.333,unduly,displaced|fearful|rival|suspicious|unduly
6330,pasture,n.,牧场、草地、牧草,a field covered with grass or herbage and suitable for grazing by livestock,cet6+postgrad,P3,definition_too_advanced,0,0,1,7,0.286,0.714,0.429,grass|herbage,grass|grazing|herbage|livestock|suitable
6336,dash,n.,冲撞、破折号、短跑,distinctive and stylish elegance,cet4+cet6+postgrad,P3,definition_too_advanced|high_outside_vocab_ratio,0,0,2,3,0.667,1.000,0.667,elegance|stylish,distinctive|elegance|stylish
