rank,en,pos,zh,definition,tracks,priority,issue_codes,defect_count,risk_count,heuristic_count,content_token_count,outside_vocab_ratio,advanced_token_ratio,harder_than_headword_ratio,outside_tokens,advanced_tokens
427,effect,n.,结果、影响、效果,an impression (especially one that is artificial or contrived),life+cet4+cet6+postgrad,AUTO_CLEAR,,0,0,0,5,0.000,0.400,0.800,,artificial|contrived
429,yeah,interj.,是、对,an informal way to say yes,life,AUTO_CLEAR,,0,0,0,4,0.250,0.250,0.250,informal,informal
430,suggest,v.,提议、建议、促成,imply as a possibility,life,AUTO_CLEAR,,0,0,0,2,0.000,0.000,1.000,,
431,class,n.,班级、阶级、种类,a collection of things sharing a common attribute,life,AUTO_CLEAR,,0,0,0,5,0.000,0.200,0.800,,attribute
432,control,n.,控制、管理、克制,power to direct or determine,life+cet4+postgrad,AUTO_CLEAR,,0,0,0,3,0.000,0.000,0.667,,
433,raise,v.,提高、举起、筹集,to move something higher or increase an amount,life,AUTO_CLEAR,,0,0,0,5,0.000,0.000,0.400,,
434,care,n.,关心、照料、小心,attention and help given to someone or something,life,AUTO_CLEAR,,0,0,0,5,0.000,0.000,0.200,,
435,perhaps,adv.,也许、可能,used to say that something may be true or may happen,life+cet4+cet6+postgrad,AUTO_CLEAR,,0,0,0,5,0.000,0.000,0.200,,
437,late,adj.,迟的、晚的、已故的,being or occurring at an advanced period of time or after a usual or expected time,life,AUTO_CLEAR,,0,0,0,7,0.000,0.000,0.571,,
438,hard,adj.,困难的、坚硬的,difficult to do or solid and not easy to bend,life,AUTO_CLEAR,,0,0,0,4,0.000,0.000,1.000,,
439,field,n.,领域、田地、场地,a piece of land cleared of trees and usually enclosed,life,AUTO_CLEAR,,0,0,0,6,0.000,0.167,1.000,,enclosed
440,else,adv.,其他、另外,in addition to or instead of what has already been mentioned,life,AUTO_CLEAR,,0,0,0,4,0.000,0.000,0.750,,
441,pass,v.,经过、通过、递给,"to go past, succeed in a test, or give something to someone",life,AUTO_CLEAR,,0,0,0,7,0.000,0.000,0.429,,
442,former,adj.,从前的、前者的,referring to the first of two things or persons mentioned (or the earlier one or ones of several),life+cet4+postgrad,AUTO_CLEAR,,0,0,0,10,0.000,0.000,0.200,,
443,sell,v.,卖、背叛、销售,exchange or deliver for money or its equivalent,life,AUTO_CLEAR,,0,0,0,4,0.000,0.250,0.750,,equivalent
444,major,adj.,主要的、重大的,"very important, serious, or large",life+cet4+cet6+postgrad,AUTO_CLEAR,,0,0,0,3,0.000,0.000,0.333,,
445,sometimes,adv.,有时、时常、往往,on certain occasions or in certain cases but not always,life,AUTO_CLEAR,,0,0,0,5,0.000,0.000,0.600,,
446,require,v.,需要、要求,to need something or make something necessary,life+cet4+cet6+postgrad,AUTO_CLEAR,,0,0,0,5,0.000,0.000,0.200,,
447,along,prep.,沿着、向前,with a forward motion,life,AUTO_CLEAR,,0,0,0,2,0.000,0.000,1.000,,
448,development,n.,发展,act of improving by expanding or enlarging or refining,life,AUTO_CLEAR,,0,0,0,5,0.000,0.400,1.000,,enlarging|refining
449,themselves,pron.,他们自己、她们自己、它们自己,used when people or things are both the subject and object of an action,life,AUTO_CLEAR,,0,0,0,6,0.000,0.000,0.500,,
450,report,n.,报告、报道、传说,a written document describing the findings of some individual or group,life,AUTO_CLEAR,,0,0,0,6,0.000,0.000,0.500,,
451,role,n.,角色、职责、任务,normal or customary activity of a person in a particular social setting,life+cet4+cet6+postgrad,AUTO_CLEAR,,0,0,0,7,0.000,0.143,0.571,,customary
452,better,adj.,更好的、更合适的,of a higher quality or more suitable than something else,life,AUTO_CLEAR,,0,0,0,5,0.000,0.200,0.400,,suitable
453,economic,adj.,经济上的、实用的、节省的,"of or relating to an economy, the system of production and management of material wealth",life+cet4+cet6+postgrad,AUTO_CLEAR,,0,0,0,7,0.000,0.000,0.857,,
454,effort,n.,努力、成就,use of physical or mental energy,life+cet4+cet6+postgrad,AUTO_CLEAR,,0,0,0,4,0.000,0.000,0.750,,
456,decide,v.,决定、判决,"reach, make, or come to a decision about something",life,AUTO_CLEAR,,0,0,0,5,0.000,0.000,0.200,,
457,rate,n.,比率、率、速度,a magnitude or frequency relative to a time unit,life+cet4+cet6+postgrad,AUTO_CLEAR,,0,0,0,5,0.000,0.400,0.800,,frequency|magnitude
458,strong,adj.,强壮的、坚固的、坚强的,having strength or power greater than average or expected,life,AUTO_CLEAR,,0,0,0,5,0.000,0.000,0.400,,
459,possible,adj.,可能的、潜在的、合适的,capable of happening or existing,life,AUTO_CLEAR,,0,0,0,3,0.000,0.000,0.667,,
460,heart,n.,心、心脏、中心,the locus of feelings and intuitions,life,P3,definition_too_advanced,0,0,1,3,0.333,0.667,0.667,locus,intuitions|locus
461,drug,n.,药、麻药、麻醉药,a substance that is used as a medicine or narcotic,life+cet4+cet6+postgrad,AUTO_CLEAR,,0,0,0,4,0.250,0.250,0.750,narcotic,narcotic
463,leader,n.,领导者、社论、指挥,a person who rules or guides or inspires others,life+cet4+cet6,AUTO_CLEAR,,0,0,0,5,0.000,0.000,0.600,,
464,light,n.,光、灯,(physics) electromagnetic radiation that can produce a visual sensation,life,P3,definition_too_advanced,0,0,1,6,0.167,0.667,1.000,electromagnetic,electromagnetic|physics|radiation|sensation
465,voice,n.,声音、嗓音、嗓子,the distinctive quality or pitch or condition of a person's speech,life+cet4+cet6+postgrad,AUTO_CLEAR,,0,0,0,6,0.000,0.333,0.833,,distinctive|pitch
466,wife,n.,妻子、太太、夫人,a married woman,life,AUTO_CLEAR,,0,0,0,2,0.000,0.000,0.500,,
467,whole,n.,全部、全体、整体,all of something including all its component elements or parts,life+cet4+cet6+postgrad,AUTO_CLEAR,,0,0,0,5,0.000,0.000,0.400,,
468,police,n.,警察、警察当局、治安,the force of policemen and officers,life+cet4+postgrad,AUTO_CLEAR,,0,0,0,3,0.333,0.333,0.667,policemen,policemen
469,mind,n.,思想、愿望、智力,that which is responsible for one's thoughts and feelings,life,AUTO_CLEAR,,0,0,0,4,0.000,0.000,0.250,,
470,finally,adv.,最后、终于,after an unspecified period of time or an especially long delay,life+cet4+postgrad,AUTO_CLEAR,,0,0,0,6,0.167,0.333,0.667,unspecified,delay|unspecified
471,pull,v.,拉、拖,to move something toward you or in a particular direction,life,AUTO_CLEAR,,0,0,0,5,0.000,0.000,0.400,,
472,return,n.,回来、返回、来回票,a coming to or returning home,life,AUTO_CLEAR,,0,0,0,3,0.000,0.000,0.000,,
473,free,adj.,自由的、免费的、空闲的,"not controlled, not costing money, or available to use",life,AUTO_CLEAR,,0,0,0,5,0.000,0.000,0.400,,
474,military,n.,军队,the military forces of a nation,life+cet4+cet6+postgrad,AUTO_CLEAR,,0,0,0,3,0.000,0.000,0.000,,
475,price,n.,价格、代价、价值,the amount of money needed to purchase something,life,AUTO_CLEAR,,0,0,0,5,0.000,0.000,0.400,,
477,less,adj.,更少的、较小的,(comparative of `little' usually used with mass nouns) a quantifier meaning not as great in amount or degree,life+cet4+postgrad,AUTO_CLEAR,,0,0,0,11,0.091,0.273,0.636,quantifier,comparative|nouns|quantifier
478,according,adj.,相符的、根据...而定的,(followed by `to') in agreement with or accordant with,life,AUTO_CLEAR,,0,0,0,3,0.333,0.333,0.667,accordant,accordant
479,decision,n.,决定、决心、决断,the act of making up your mind about something,life+cet4+cet6+postgrad,AUTO_CLEAR,,0,0,0,4,0.000,0.000,0.250,,
480,explain,v.,解释、说明,make plain and comprehensible,life+cet4+cet6+postgrad,P3,definition_too_advanced,0,0,1,3,0.333,0.667,0.667,comprehensible,comprehensible|plain
481,son,n.,儿子、女婿、子孙,a male human offspring,life,AUTO_CLEAR,,0,0,0,3,0.000,0.333,0.667,,offspring
482,hope,n.,希望、信心、期待,a specific instance of feeling hopeful,life,AUTO_CLEAR,,0,0,0,4,0.000,0.250,0.750,,hopeful
484,develop,v.,发展、使发达、进步,"make something new, such as a product or a mental or artistic creation",life,AUTO_CLEAR,,0,0,0,7,0.143,0.286,0.571,creation,artistic|creation
485,view,n.,视野、风景、见解,the visual percept of a region,life+cet4+cet6+postgrad,AUTO_CLEAR,,0,0,0,3,0.333,0.333,1.000,percept,percept
486,relationship,n.,关系、关联,a relation between people,life+cet4+cet6+postgrad,AUTO_CLEAR,,0,0,0,2,0.000,0.000,0.500,,
487,carry,v.,携带、搬运、承载,have with oneself,life,AUTO_CLEAR,,0,0,0,1,0.000,1.000,1.000,,oneself
488,town,n.,城镇、市、镇,an urban area with a fixed boundary that is smaller than a city,life,AUTO_CLEAR,,0,0,0,6,0.000,0.000,0.500,,
489,road,n.,路、道路、公路,an open way (generally public) for travel or transportation,life,AUTO_CLEAR,,0,0,0,6,0.000,0.000,0.500,,
490,drive,v.,驾驶、驱动,to control a vehicle or make something happen,life,AUTO_CLEAR,,0,0,0,5,0.000,0.000,0.200,,
491,arm,n.,手臂、袖子、狭长港湾,a human limb,life,AUTO_CLEAR,,0,0,0,2,0.000,0.500,0.500,,limb
492,true,adj.,真实的、正确的、忠诚的,consistent with fact or reality,life,AUTO_CLEAR,,0,0,0,3,0.000,0.000,0.667,,
493,federal,adj.,联邦的、联合的、同盟的,national; especially in reference to the government of the United States as distinct from that of its member units,life+cet4+cet6+postgrad,AUTO_CLEAR,,0,0,0,9,0.000,0.111,0.556,,distinct
494,break,v.,打破、弄坏、中断,to damage something so it separates or stops working,life,AUTO_CLEAR,,0,0,0,5,0.000,0.000,0.400,,
496,difference,n.,不同、差异,the quality of being unlike or dissimilar,life+cet4+postgrad,AUTO_CLEAR,,0,0,0,3,0.333,0.333,1.000,dissimilar,dissimilar
497,receive,v.,收到、接到、得到,get something,life,AUTO_CLEAR,,0,0,0,2,0.000,0.000,0.000,,
498,thank,v.,感谢、谢谢,express gratitude or show appreciation to,life,AUTO_CLEAR,,0,0,0,4,0.000,0.500,0.750,,appreciation|gratitude
499,value,n.,价值、价格、购买力,a numerical quantity measured or assigned or computed,life+cet4+cet6+postgrad,P3,definition_too_advanced,0,0,1,5,0.000,0.600,1.000,,computed|numerical|quantity
500,international,adj.,国际的,concerning or belonging to all or at least two or more nations,life+cet4+cet6+postgrad,AUTO_CLEAR,,0,0,0,5,0.000,0.000,0.400,,
501,building,n.,建筑物、建筑,a structure that has a roof and walls and stands more or less permanently in one place,life,AUTO_CLEAR,,0,0,0,8,0.000,0.125,0.500,,permanently
502,action,n.,行动、活动、动作,something done (usually as opposed to something said),life+cet4+cet6+postgrad,AUTO_CLEAR,,0,0,0,6,0.000,0.000,0.333,,
503,full,adj.,满的、完整的,containing as much or as many as is possible or normal,life,AUTO_CLEAR,,0,0,0,5,0.000,0.000,0.400,,
504,model,n.,模型、模范、模特儿,a hypothetical description of a complex entity or process,life+cet4+postgrad,AUTO_CLEAR,,0,0,0,5,0.200,0.400,0.800,hypothetical,entity|hypothetical
505,join,v.,参加、结合、加入,become part of,life,AUTO_CLEAR,,0,0,0,2,0.000,0.000,0.000,,
506,season,n.,季节、时节、当令期,a period of the year marked by special events or activities in some field,life,AUTO_CLEAR,,0,0,0,7,0.000,0.000,0.714,,
507,society,n.,社会、社交界、交往,an extended social group having a distinctive cultural and economic organization,life+cet4+cet6+postgrad,AUTO_CLEAR,,0,0,0,7,0.000,0.143,0.571,,distinctive
509,tax,n.,税、税款、重负,charge against a citizen's person or property or activity for the support of government,life+cet4+cet6+postgrad,AUTO_CLEAR,,0,0,0,7,0.000,0.000,0.714,,
510,director,n.,主管、导演、董事,someone who controls resources and expenditures,life+cet4+cet6+postgrad,AUTO_CLEAR,,0,0,0,4,0.000,0.250,0.500,,expenditures
512,position,n.,位置、地位、身分,the particular portion of space occupied by something,life+cet4+cet6+postgrad,AUTO_CLEAR,,0,0,0,5,0.000,0.000,0.800,,
513,player,n.,竞赛者、上场队员、游戏者,a person who participates in or is skilled at some game,life+cet4+cet6,AUTO_CLEAR,,0,0,0,4,0.000,0.000,0.500,,
514,agree,v.,同意、赞成、应允,be in accord,life,AUTO_CLEAR,,0,0,0,1,0.000,1.000,1.000,,accord
515,especially,adv.,尤其、特别、格外,to a distinctly greater extent or degree than is common,life+cet4+cet6+postgrad,AUTO_CLEAR,,0,0,0,5,0.000,0.200,0.800,,distinctly
516,record,n.,记录、档案、纪录,anything (such as a document or a phonograph record or a photograph) providing permanent evidence of or information about past events,life+cet4+cet6+postgrad,AUTO_CLEAR,,0,0,0,11,0.091,0.091,0.636,phonograph,phonograph
517,pick,v.,挑选、采摘、拿取,to choose or take one thing from a group,life,AUTO_CLEAR,,0,0,0,5,0.000,0.000,0.200,,
518,wear,n.,穿着、戴、使用,impairment resulting from long use,life,AUTO_CLEAR,,0,0,0,4,0.250,0.250,0.250,impairment,impairment
519,paper,n.,纸、文件、文章,a material made of cellulose pulp derived mainly from wood or rags or certain grasses,life,AUTO_CLEAR,,0,0,0,10,0.300,0.500,0.900,cellulose|grasses|pulp,cellulose|derived|grasses|pulp|rags
520,special,adj.,特别的、特殊的,for a special service or occasion,life+cet4+cet6+postgrad,AUTO_CLEAR,,0,0,0,3,0.000,0.000,0.333,,
521,space,n.,位置、空间、距离,the unlimited expanse in which everything is located,life+cet4+cet6+postgrad,AUTO_CLEAR,,0,0,0,4,0.250,0.500,0.750,expanse,expanse|unlimited
522,ground,n.,土地、战场、场地,a position to be won or defended in battle (or as if in battle),life,AUTO_CLEAR,,0,0,0,5,0.000,0.000,0.600,,
523,form,n.,形状、形体、类型,the phonological or orthographic sound or appearance of a word that can be used to describe or identify something,life,AUTO_CLEAR,,0,0,0,9,0.222,0.222,0.667,orthographic|phonological,orthographic|phonological
524,support,n.,支持、支撑、援助,the activity of providing for or maintaining by supplying with money or necessities,life+cet4+cet6+postgrad,AUTO_CLEAR,,0,0,0,6,0.000,0.167,0.667,,necessities
525,event,n.,事件、结果、事情的进程,something that happens at a given place and time,life+cet4+postgrad,AUTO_CLEAR,,0,0,0,5,0.000,0.000,0.000,,
526,official,n.,官员、公务员、职员,a worker who holds or is invested with an office,life+cet4+cet6+postgrad,AUTO_CLEAR,,0,0,0,4,0.000,0.000,0.500,,
527,whose,pron.,谁的,used to ask or say which person something belongs to,life,AUTO_CLEAR,,0,0,0,6,0.000,0.000,0.167,,
528,matter,n.,事件、物质、原因,a vaguely specified concern,life,P3,definition_too_advanced,0,0,1,3,0.333,0.667,1.000,vaguely,specified|vaguely
529,everyone,pron.,每个人、人人,every person in a group,life,AUTO_CLEAR,,0,0,0,3,0.000,0.000,0.000,,
530,center,n.,中心、中心点、中锋,an area that is approximately central within some larger region,life,AUTO_CLEAR,,0,0,0,6,0.000,0.000,0.500,,
531,couple,n.,对、夫妇、数个,a pair who associate with one another,life+cet4+postgrad,AUTO_CLEAR,,0,0,0,4,0.000,0.000,0.500,,
532,site,n.,位置、场所、地点,the piece of land on which something is located (or is to be located),life+cet4+cet6+postgrad,AUTO_CLEAR,,0,0,0,5,0.000,0.000,0.800,,
534,project,n.,项目、计划,a planned undertaking,life+cet4+cet6+postgrad,AUTO_CLEAR,,0,0,0,2,0.000,0.500,0.500,,undertaking
535,hit,n.,打击、打、冲撞,(baseball) a successful stroke in an athletic contest (especially in baseball),life+cet4+cet6+postgrad,AUTO_CLEAR,,0,0,0,7,0.000,0.286,0.857,,contest|stroke
536,base,n.,底部、垒、基础,installation from which a military force initiates operations,life+cet4+postgrad,AUTO_CLEAR,,0,0,0,5,0.000,0.400,0.600,,initiates|installation
537,activity,n.,活动、行动、活跃,any specific behavior,life+cet4+postgrad,AUTO_CLEAR,,0,0,0,2,0.000,0.000,1.000,,
538,star,n.,星、恒星、星形物,(astronomy) a celestial body of hot gases that radiates energy derived from thermonuclear reactions in the interior,life,AUTO_CLEAR,,0,0,0,11,0.182,0.545,0.909,celestial|thermonuclear,astronomy|celestial|derived|interior|radiates|thermonuclear
539,table,n.,桌子、餐桌、工作台,a set of data arranged in rows and columns,life,AUTO_CLEAR,,0,0,0,5,0.000,0.000,0.800,,
541,court,n.,法院、庭院、奉承,an assembly (including one or more judges) to conduct judicial business,life+cet4+cet6+postgrad,AUTO_CLEAR,,0,0,0,7,0.000,0.286,0.571,,assembly|judicial
542,produce,v.,生产、产生,bring forth or yield,life+cet4+cet6+postgrad,AUTO_CLEAR,,0,0,0,3,0.000,0.000,0.667,,
543,eat,v.,吃、腐蚀,take in solid food,life,AUTO_CLEAR,,0,0,0,3,0.000,0.000,0.333,,
