status,word,tracks,source_pos,source_gloss,corpus_pos,dominant_count,dominance,source_pos_count,source_pos_share,candidate_gloss,final_pos,final_gloss
resolved_primary,stain,cet4+cet6+postgrad,n.,污染、污点、着色剂,v.,674,0.980,0,0.000,沾染、染污、着色,v.,沾染、染污、着色
resolved_primary,perpendicular,cet6,n.,垂直线、垂直的位置、直立(姿势),adj.,46,0.979,0,0.000,垂直的、直立的、陡峭的,adj.,垂直的、直立的、陡峭的
resolved_primary,pluck,cet4+cet6,n.,勇气、猛拉、动物内脏,v.,470,0.979,2,0.004,摘、猛拉、拔,v.,摘、猛拉、拔
resolved_primary,worthy,cet4+cet6+postgrad,n.,杰出人物,adj.,2136,0.979,1,0.000,有价值的、可敬的、值得的,adj.,有价值的、可敬的、值得的
resolved_primary,carry,life,n.,进位、射程、运载,v.,17440,0.978,7,0.000,携带、运送、支持,v.,携带、搬运、承载
resolved_primary,ultrasonic,cet6,n.,超声波,adj.,44,0.978,0,0.000,超音速的,adj.,超音速的
resolved_primary,worst,cet4+cet6+postgrad,n.,最坏、最坏的时候,adj.,16212,0.978,0,0.000,最坏的、最恶劣的、最不利的,adj.,最坏的、最恶劣的、最不利的
resolved_primary,final,life+cet4+postgrad,n.,期末考试、结局、决赛,adj.,57425,0.977,0,0.000,最后的、终极的、决定性的,adj.,最后的、最终的
resolved_primary,raw,cet4+cet6+postgrad,n.,擦伤处、半成品,adj.,4088,0.977,19,0.005,生的、未加工的、生疏的,adj.,生的、未加工的、生疏的
resolved_primary,meet,life,n.,会、集会,v.,50029,0.976,0,0.000,遇见、引见、认识,v.,遇见、会面
resolved_primary,variable,life+cet4+cet6+postgrad,n.,易变的事物、变数、可变物,adj.,444,0.976,3,0.007,可变的、不定的、易变的,adj.,可变的、不定的、易变的
resolved_primary,radical,cet4+cet6+postgrad,n.,激进分子、词根、基础,adj.,3839,0.975,0,0.000,激进的、根本的、基本的,adj.,激进的、根本的、基本的
resolved_primary,worse,cet4+cet6+postgrad,n.,更坏的事、更恶劣的事、败局,adj.,19466,0.974,0,0.000,更坏的、更恶劣的,adj.,更坏的、更恶劣的
resolved_primary,full,life,n.,全部、完整,adj.,49001,0.973,16,0.000,充满的、完全的、丰富的,adj.,满的、完整的
resolved_primary,irregular,cet4+cet6,n.,不规则物、不合规格之物,adj.,321,0.973,0,0.000,不规则的、不整齐的、不合法的,adj.,不规则的、不整齐的、不合法的
resolved_primary,mop,cet6,n.,拖把、鬼脸,v.,568,0.973,0,0.000,用拖把洗擦、擦、拭,v.,用拖把洗擦、擦、拭
resolved_primary,external,cet4+cet6+postgrad,n.,外部、外面,adj.,1055,0.972,0,0.000,外部的、客观的、表面的,adj.,外部的、客观的、表面的
resolved_primary,main,life+cet4+cet6+postgrad,n.,主要部分、干线、体力,adj.,27230,0.970,4,0.000,主要的、重要的、全力的,adj.,主要的、最重要的
resolved_primary,monthly,cet4+postgrad,n.,月刊,adj.,947,0.970,1,0.001,每月的、每月一次的,adj.,每月的、每月一次的
resolved_primary,shave,cet4+cet6+postgrad,n.,修面、刮胡子、幸免,v.,936,0.970,7,0.007,修面、剃、修剪,v.,修面、剃、修剪
resolved_primary,natural,life+cet4+cet6+postgrad,n.,白痴,adj.,15035,0.969,192,0.012,自然的、自然界的、本能的,adj.,自然的、天然的
resolved_primary,juvenile,postgrad,n.,少年、少年读物,adj.,424,0.968,1,0.002,少年的、不成熟的、适于少年的,adj.,少年的、不成熟的、适于少年的
resolved_primary,farther,cet4+cet6+postgrad,adj.,更远的、进一步的,adv.,146,0.967,1,0.007,更远的、此外、far的比较级,adv.,更远的、此外、far的比较级
resolved_primary,limp,cet6+postgrad,n.,跛行,adj.,436,0.967,0,0.000,柔软的、无力的、软弱的,adj.,柔软的、无力的、软弱的
resolved_primary,safe,life+cet4+cet6+postgrad,n.,保险箱、冷藏室,adj.,24539,0.967,33,0.001,安全的、可靠的、平安的,adj.,安全的、平安的
resolved_primary,censor,cet6,n.,检查员,v.,138,0.965,0,0.000,检查、审查、删改,v.,检查、审查、删改
resolved_primary,torture,cet4+cet6+postgrad,n.,拷问、苦闷,v.,1940,0.965,2,0.001,拷问、曲解、折磨,v.,拷问、曲解、折磨
resolved_primary,intermediate,cet4+cet6+postgrad,n.,中间物、调停者、中级,adj.,157,0.963,0,0.000,中间的、中级的,adj.,中间的、中级的、中间物
resolved_primary,bleach,cet6,vt.,漂白,n.,323,0.961,1,0.003,漂白、漂白剂,n.,漂白、漂白剂
resolved_primary,progressive,cet4+cet6+postgrad,n.,改革论者、进步论者,adj.,1246,0.961,0,0.000,前进的、累进的、进步的,adj.,前进的、累进的、进步的
resolved_primary,orphan,cet4+cet6+postgrad,n.,孤儿,adj.,408,0.960,0,0.000,无双亲的、孤儿的,adj.,无双亲的、孤儿的
resolved_primary,periodical,cet6+postgrad,n.,期刊,adj.,24,0.960,0,0.000,定期出版的、(有关)期刊的、间歇(性的),adj.,定期出版的、(有关)期刊的、间歇(性的)
resolved_primary,senior,life+cet4+cet6+postgrad,n.,年长者、资深者、毕业班学生,adj.,8025,0.959,4,0.000,年长的、高级的、资深的,adj.,年长的、高级的、资深的
resolved_primary,vent,cet6,n.,排气口、出口、通风孔,v.,481,0.958,1,0.002,发泄、排出、给...开孔,v.,发泄、排出、给...开孔
resolved_primary,log,cet4+cet6+postgrad,n.,记录、圆木、日志,v.,2382,0.957,0,0.000,伐木、切、航行,v.,伐木、切、航行
resolved_primary,rough,cet4+cet6+postgrad,n.,粗糙的东西、毛坯、未加工品,adj.,5538,0.956,0,0.000,粗糙的、粗暴的、蓬乱的,adj.,粗糙的、粗暴的、蓬乱的
resolved_primary,own,life,n.,自己的,adj.,100399,0.955,1,0.000,自己的、嫡亲的、同胞的,adj.,自己的、拥有
resolved_primary,spark,cet4+cet6+postgrad,n.,火花、火星、闪光,v.,1372,0.955,6,0.004,闪光、发火花、求婚,v.,闪光、发火花、求婚
resolved_primary,glide,cet4+cet6+postgrad,n.,滑动、滑过、流水,v.,433,0.954,0,0.000,滑动、滑翔、溜走,v.,滑动、滑翔、溜走
resolved_primary,hinge,cet6+postgrad,n.,铰链、关键、枢纽,v.,348,0.953,0,0.000,装铰链,v.,装铰链
resolved_primary,well,life,n.,井、泉水、源泉,adv.,515400,0.953,1492,0.003,很好地、适当地、好意地,adv.,很好地、健康的
resolved_primary,sow,cet4+cet6+postgrad,n.,母猪、懒胖女人,v.,802,0.952,2,0.002,播种、散布、使密布,v.,播种、散布、使密布
resolved_primary,missionary,cet6+postgrad,n.,传教士、负有任务者、工作人员,adj.,268,0.950,0,0.000,传教的、传教士的,adj.,传教的、传教士的
resolved_primary,shallow,cet4+cet6+postgrad,n.,水浅的地方、浅滩,adj.,1417,0.950,0,0.000,浅的、肤浅的,adj.,浅的、肤浅的
resolved_primary,old,life,n.,以前、往昔,adj.,118977,0.947,0,0.000,老的、旧的、古老的,adj.,老的、旧的
resolved_primary,tuck,cet4+cet6+postgrad,n.,缝褶、活力、鼓声,v.,1237,0.947,7,0.005,打褶、卷起、挤进,v.,打褶、卷起、挤进
resolved_primary,low,life,n.,低点、低价、低,adj.,24853,0.946,173,0.007,低的、消沉的、低等的,adj.,低的、低声地
resolved_primary,convict,cet6+postgrad,n.,囚犯、罪犯,v.,310,0.945,0,0.000,宣告有罪、使知罪,v.,宣告有罪、使知罪
resolved_primary,crank,cet6,adj.,不稳的、脾气暴燥的、易怒的,v.,463,0.945,0,0.000,装曲柄,v.,装曲柄
resolved_primary,brute,cet4+cet6,n.,畜生、残忍或好色之人,adj.,405,0.944,0,0.000,残忍的、无理性的、畜生的,adj.,残忍的、无理性的、畜生的
resolved_primary,contemporary,life+cet4+cet6+postgrad,n.,同时代的人,adj.,3223,0.944,0,0.000,同时代的、属于同一时期的,adj.,当代的、同时代的
resolved_primary,overload,cet6,vt.,超载、过载、超过负荷,n.,302,0.944,0,0.000,超载、负荷过多,n.,超载、负荷过多
resolved_primary,brave,cet4+postgrad,adj.,勇敢的、美好的、华丽的,v.,8384,0.942,1,0.000,勇敢地面对,v.,勇敢地面对
resolved_primary,manifest,cet6+postgrad,n.,载货单、运货单、旅客名单,adj.,242,0.942,0,0.000,显然的、明白的,adj.,显然的、明白的
resolved_primary,modern,life,n.,现代人、有思想的人,adj.,19863,0.942,8,0.000,现代的、时髦的,adj.,现代的、近代的
resolved_primary,mere,cet4+cet6+postgrad,n.,小湖、池塘,adj.,1240,0.941,0,0.000,仅仅的、只不过的,adj.,仅仅的、只不过的
resolved_primary,next,life,n.,下一个,adj.,147219,0.939,3,0.000,下一个的、其次的、贴近的,adj.,下一个、接下来
resolved_primary,optimum,cet6+postgrad,n.,最适条件、最佳效果,adj.,206,0.936,1,0.005,最优的、最适宜的,adj.,最优的、最适宜的
resolved_primary,aside,life+cet4+postgrad,n.,小声说的话、旁白,adv.,4103,0.935,0,0.000,在一边、离开、另外,adv.,在一边、离开、另外
resolved_primary,ultimate,cet4+cet6+postgrad,n.,终极、根本、顶点,adj.,4352,0.933,0,0.000,终极的、根本的、极限的,adj.,终极的、根本的、极限的
resolved_primary,melancholy,cet6,n.,忧郁、悲哀、愁思,adj.,276,0.929,0,0.000,忧郁的、使人悲伤的、愁思的,adj.,忧郁的、使人悲伤的、愁思的
resolved_primary,little,life,n.,一点点、少许、一会儿,adj.,202168,0.928,1,0.000,小的、很少的、幼小的,adj.,小的、少量
resolved_primary,gaze,cet4+cet6+postgrad,n.,注视、凝视,v.,656,0.923,0,0.000,注视、凝视,v.,注视、凝视
resolved_primary,bankrupt,cet6+postgrad,n.,破产者,adj.,823,0.920,0,0.000,破产的,adj.,破产的
resolved_primary,medical,life+cet4+cet6+postgrad,n.,医生、体格检查,adj.,7909,0.920,0,0.000,医学的、内科的、药的,adj.,医疗的、医学的
resolved_primary,dare,cet4+cet6+postgrad,n.,挑战、挑动、大胆,v.,4595,0.918,2,0.000,敢、胆敢,v.,敢、胆敢
resolved_primary,equal,life+cet4+cet6+postgrad,n.,对手、匹敌、同辈,adj.,3753,0.918,0,0.000,相等的、平等的、胜任的,adj.,相等的、平等的
resolved_primary,narrow,life+cet4+cet6+postgrad,n.,狭窄部分、隘路,adj.,3243,0.914,0,0.000,狭窄的、仔细的、有限的,adj.,狭窄的、有限的
resolved_primary,human,life+cet4+postgrad,n.,人、人类,adj.,21340,0.912,116,0.005,人类的、似人类的、人性的,adj.,人类的、似人类的、人性的
resolved_primary,blind,cet4+cet6+postgrad,n.,蒙蔽物、窗帘,adj.,4825,0.911,0,0.000,盲目的、瞎的、不加思考的,adj.,盲目的、瞎的、不加思考的
resolved_primary,shy,cet4+cet6+postgrad,n.,惊跳、惊避,adj.,3442,0.910,5,0.001,胆怯的、畏缩的、迟疑的,adj.,胆怯的、畏缩的、迟疑的
resolved_primary,anchor,cet4+cet6+postgrad,n.,锚,v.,861,0.907,0,0.000,抛锚停泊、使固定,v.,抛锚停泊、使固定
resolved_primary,exempt,cet6+postgrad,n.,免税者、被免除义务者,adj.,313,0.907,0,0.000,免除的,adj.,免除的
resolved_primary,major,life+cet4+cet6+postgrad,n.,主修课、成年人、陆军少校,adj.,20295,0.906,18,0.001,主要的、较多的、大部分的,adj.,主要的、专业
resolved_primary,sovereign,cet6+postgrad,n.,元首、独立国,adj.,1713,0.905,0,0.000,具有主权的、至高无上的、国王的,adj.,具有主权的、至高无上的、国王的
resolved_primary,weekly,cet4+cet6+postgrad,n.,周刊、周报,adj.,1893,0.905,8,0.004,每周的、一周一次的、周刊的,adj.,每周的、一周一次的、周刊的
resolved_primary,statue,cet4+cet6+postgrad,vt.,以雕像装饰,n.,1903,0.904,0,0.000,雕像,n.,雕像
resolved_primary,African,life+cet4,n.,非洲人,adj.,5336,0.903,0,0.000,非洲的、非洲人的,adj.,非洲的、非洲人的
resolved_primary,pink,cet4+cet6+postgrad,n.,粉红色、石竹花、化身,adj.,11321,0.897,0,0.000,粉红的、石竹科的、比较激进的,adj.,粉红的、石竹科的、比较激进的
resolved_primary,hurl,cet6+postgrad,n.,用力的投掷,v.,133,0.893,0,0.000,用力投掷、发射、愤慨地说出,v.,用力投掷、发射、愤慨地说出
resolved_primary,peer,cet6+postgrad,n.,同等的人、匹敌、贵族,v.,1173,0.892,0,0.000,凝视、窥视、费力地看,v.,凝视、窥视、费力地看
resolved_primary,soar,cet6+postgrad,n.,高扬、翱翔,v.,415,0.892,1,0.002,往上飞舞、高耸、翱翔,v.,往上飞舞、高耸、翱翔
resolved_primary,sprout,postgrad,n.,芽、萌芽,v.,433,0.891,1,0.002,使发芽、摘去芽,v.,使发芽、摘去芽
resolved_primary,hollow,cet4+cet6+postgrad,n.,洞、窟窿、山谷,adj.,919,0.890,1,0.001,空的、虚伪的、空腹的,adj.,空的、虚伪的、空腹的
resolved_primary,superior,cet4+cet6+postgrad,n.,长者、占优势的人、上级,adj.,951,0.890,0,0.000,上级的、出众的、高傲的,adj.,上级的、出众的、高傲的
resolved_primary,archive,postgrad,vt.,把...存档,n.,1006,0.889,0,0.000,档案馆、档案文件,n.,档案馆、档案文件
resolved_primary,stack,cet4+cet6+postgrad,n.,堆叠、堆、大量,v.,1365,0.889,5,0.003,堆积、堆满、暗中对...做手脚,v.,堆积、堆满、暗中对...做手脚
resolved_primary,immortal,cet6,n.,不朽人物、神仙,adj.,379,0.888,2,0.005,永远的、不死的、长久的,adj.,永远的、不死的、长久的
resolved_primary,sharp,cet4+cet6+postgrad,n.,半升音调、利刃、骗子,adj.,6402,0.887,1,0.000,锋利的、明显的、敏锐的,adj.,锋利的、明显的、敏锐的
resolved_primary,northward,cet6,n.,北方、北,adv.,29,0.879,0,0.000,向北,adv.,向北
resolved_primary,wild,life+cet4+cet6+postgrad,n.,荒野、荒地,adj.,15973,0.878,0,0.000,野性的、野蛮的、野生的,adj.,野性的、野蛮的、野生的
resolved_primary,snatch,cet6+postgrad,n.,抢夺、攫取、片断,v.,514,0.877,1,0.002,夺取、攫取,v.,夺取、攫取
resolved_primary,favorite,life+cet4+postgrad,n.,喜欢的事物、幸运儿,adj.,28,0.875,1,0.031,特别受喜爱的、喜爱的、宠爱的,adj.,特别受喜爱的、喜爱的、宠爱的
resolved_primary,mute,cet4+cet6+postgrad,n.,哑子、哑音字母、弱音器,adj.,252,0.875,0,0.000,哑的、无声的、沉默的,adj.,哑的、无声的、沉默的
resolved_primary,eclipse,cet6+postgrad,n.,日食、月食、(地位名誉等的)消失,v.,428,0.872,0,0.000,引起日食、引起月食、使黯然失色,v.,引起日食、引起月食、使黯然失色
resolved_primary,digest,cet4+cet6+postgrad,n.,文摘,v.,499,0.871,0,0.000,消化,v.,消化
resolved_primary,high,life,n.,高度、高处,adj.,59207,0.871,193,0.003,高的、高级的、主要的,adj.,高的、高度
resolved_primary,loom,postgrad,n.,织布机、若隐若现的景象,v.,324,0.871,0,0.000,朦胧地出现、隐约可见、可怕地出现,v.,朦胧地出现、隐约可见、可怕地出现
resolved_primary,grumble,cet6,n.,怨言、满腹牢骚,v.,180,0.870,0,0.000,抱怨、发牢骚、发隆隆声,v.,抱怨、发牢骚、发隆隆声
resolved_primary,pine,cet4+cet6+postgrad,n.,松树、松木,v.,1702,0.870,0,0.000,消瘦、憔悴、痛苦,v.,消瘦、憔悴、痛苦
resolved_primary,Indian,life+cet4+cet6,n.,印度人、印第安人、印第安语,adj.,5276,0.868,1,0.000,印度的、印度群岛的、印第安语的,adj.,印度的、印度群岛的、印第安语的
resolved_primary,please,life,adv.,请,v.,82773,0.864,0,0.000,使高兴、合...的心意、取悦,v.,使高兴、合...的心意、取悦
resolved_primary,whistle,cet4+cet6+postgrad,n.,口哨、汽笛、啸啸声,v.,3058,0.863,2,0.001,吹口哨、鸣汽笛、发嘘嘘声,v.,吹口哨、鸣汽笛、发嘘嘘声
resolved_primary,pan,cet4+cet6+postgrad,n.,平锅、浅盘、盆地,v.,6860,0.862,0,0.000,上下左右移动、摇镜头、淘洗,v.,上下左右移动、摇镜头、淘洗
resolved_primary,western,life,n.,西方人、西部片、西部小说,adj.,7201,0.854,0,0.000,向西方的、来自西方的、西方的,adj.,向西方的、来自西方的、西方的
resolved_primary,independent,life+cet4+cet6+postgrad,n.,独立自主者、无党派者,adj.,9728,0.852,1,0.000,独立的、有主见的、不须依赖的,adj.,独立的、自主的
resolved_primary,subordinate,cet6+postgrad,n.,属下、附属物,adj.,46,0.852,3,0.056,下级的、次要的、附属的,adj.,下级的、次要的、附属的
resolved_primary,damp,cet4+cet6+postgrad,n.,潮湿、湿气,adj.,3730,0.851,0,0.000,潮湿的,adj.,潮湿的
resolved_primary,Swiss,cet4+cet6,n.,瑞士人、瑞士腔调,adj.,1556,0.846,9,0.005,瑞士的、瑞士风格的,adj.,瑞士的、瑞士风格的
resolved_primary,separate,life+cet4+cet6+postgrad,n.,独立件、抽印本,adj.,7178,0.845,0,0.000,分开的、各别的、单独的,adj.,分开的、把…分开
resolved_primary,perfect,life,n.,完成时,adj.,32318,0.844,0,0.000,完美的、完好的、理想的,adj.,完美的、完全的
resolved_primary,save,life+cet4+cet6+postgrad,n.,救球,v.,19057,0.842,0,0.000,解救、挽救、储蓄,v.,保存、节省、挽救
resolved_primary,correlate,cet6+postgrad,n.,有相互关系的东西、相关物,v.,26,0.839,4,0.129,使有相互关系,v.,使有相互关系
resolved_primary,forge,cet6+postgrad,n.,熔炉、铁工厂,v.,615,0.830,0,0.000,打制、锻造、伪造,v.,打制、锻造、伪造
resolved_primary,trace,cet4+cet6+postgrad,n.,痕迹、踪迹、微量,v.,2350,0.825,0,0.000,追踪、回溯、描绘,v.,追踪、回溯、描绘
resolved_primary,overnight,cet4+cet6+postgrad,n.,前一天晚上、一夜的逗留,adj.,4506,0.813,0,0.000,通宵的、晚上的、前夜的,adj.,通宵的、晚上的、前夜的
resolved_primary,mock,cet6+postgrad,n.,嘲笑、戏弄、模仿,adj.,893,0.799,1,0.001,假的、伪造的、模拟的,adj.,假的、伪造的、模拟的
resolved_primary,black,life,n.,黑色、黑颜料,adj.,29356,0.798,90,0.002,黑色的,adj.,黑色的
resolved_primary,liberal,life+cet4+cet6+postgrad,n.,自由主义者,adj.,10872,0.796,84,0.006,慷慨的、不拘泥的、宽大的,adj.,慷慨的、不拘泥的、宽大的
resolved_primary,white,life,n.,白色、洁白、眼白,adj.,28608,0.793,59,0.002,白色的、纯洁的、白种的,adj.,白色的、纯洁的、白种的
resolved_primary,faint,cet4+cet6+postgrad,n.,昏厥、昏倒,adj.,899,0.790,3,0.003,模糊的、微弱的、无力的,adj.,模糊的、微弱的、无力的
resolved_primary,marvel,cet6,n.,奇异事物、罕见例子,v.,424,0.790,1,0.002,惊异于,v.,惊异于
resolved_primary,loose,cet4+cet6+postgrad,n.,发射、放任、放纵,adj.,4126,0.788,0,0.000,宽松的、松的、宽的,adj.,松的、宽松的、不牢固的
resolved_primary,elder,cet4+postgrad,n.,年长者、老人、前辈,adj.,630,0.783,0,0.000,年长的、资深的,adj.,年长的、资深的
resolved_primary,purple,cet4+cet6+postgrad,n.,紫色、帝位,adj.,3014,0.776,0,0.000,紫色的、帝王的、华而不实的,adj.,紫色的、帝王的、华而不实的
resolved_primary,triple,cet6+postgrad,n.,三倍数、三个一组,adj.,1410,0.770,0,0.000,三倍的,adj.,三倍的
resolved_primary,mighty,cet6,n.,有势力的人,adj.,2535,0.754,1,0.000,有势力的、强大的、有力的,adj.,有势力的、强大的、有力的
resolved_primary,bristle,cet4+cet6,n.,刚毛、猪鬃,v.,66,0.742,0,0.000,直立、发怒、充满,v.,直立、发怒、充满
resolved_primary,stern,cet4+cet6+postgrad,n.,尾部、船尾、臀,adj.,548,0.739,0,0.000,严厉的、严格的、坚定的,adj.,严厉的、严格的、坚定的
resolved_primary,European,life,n.,欧洲人,adj.,16955,0.735,1,0.000,欧洲的、欧洲人的,adj.,欧洲的、欧洲人的
resolved_primary,gross,cet4+cet6+postgrad,n.,总数、总量,adj.,1603,0.733,0,0.000,总共的、未打折扣的、恶劣的,adj.,总共的、未打折扣的、恶劣的
resolved_primary,noble,cet4+cet6+postgrad,n.,贵族,adj.,1896,0.726,0,0.000,高贵的、高尚的、贵族的,adj.,高贵的、高尚的、贵族的
resolved_primary,southern,life+cet4+cet6+postgrad,n.,南方人、男风,adj.,4588,0.720,0,0.000,向南方的、来自南方的,adj.,南方的、南部的
resolved_primary,echo,cet4+cet6+postgrad,n.,回声、回音、回波,v.,1098,0.704,0,0.000,发回声、随声附和,v.,发回声、随声附和
resolved_primary,enough,life,n.,充足、够、很多,adv.,63021,0.700,448,0.005,足够,adv.,足够
resolved_primary,brace,cet6+postgrad,n.,支柱、曲柄、支撑,v.,646,0.697,0,0.000,紧缚、支撑、激励,v.,紧缚、支撑、激励
resolved_primary,super,cet4+cet6+postgrad,n.,跑龙套角色、冗员、特级品,adj.,8503,0.692,1,0.000,上等的、特大的、超级的,adj.,上等的、特大的、超级的
resolved_primary,less,life+cet4+postgrad,n.,较少、较小,adj.,28519,0.690,1,0.000,少的、小的,adj.,少的、小的
resolved_primary,precipitate,cet6,n.,沉淀物、凝结物、结果,v.,31,0.689,4,0.089,猛抛、使陷入、促成,v.,猛抛、使陷入、促成
resolved_primary,festival,cet4+cet6+postgrad,adj.,节日的、喜庆的、快乐的,n.,4261,0.653,0,0.000,节日、庆祝、欢宴,n.,节日、庆祝、欢宴
